Manufacturer,Model,Description,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,CO2 g/km
FORD,Mondeo,2.0 Duratorq ECOnetic 140PS Estate pre-2014/3,Diesel,5.6,4,4.6,120
FORD,Mondeo,2.0 Duratorq ECOnetic 140PS Saloon Auto. post-2014/3,Diesel,6.5,4.5,5.2,136
FORD,Mondeo,2.0 Duratorq ECOnetic 140PS Saloon Manual post-2014/3,Diesel,5.6,3.9,4.5,119
FORD,Mondeo,2.0 Duratorq ECOnetic 140PS Saloon pre-2014/3,Diesel,5.6,3.9,4.5,119
FORD,Mondeo,2.2 Duratorq 200PS Estate Auto. post-2014/3,Diesel,9,5.1,6.5,173
FORD,Mondeo,2.2 Duratorq 200PS Estate Auto. pre-2014/3,Diesel,9,5.1,6.5,173
FORD,Mondeo,2.2 Duratorq 200PS Estate Manual post-2014/3,Diesel,7.8,5,6,159
FORD,Mondeo,2.2 Duratorq 200PS Estate Manual pre-2014/3,Diesel,7.8,5,6,159
FORD,Mondeo,2.2 Duratorq 200PS Saloon Auto. post-2014/3,Diesel,9,5.1,6.5,173
FORD,Mondeo,2.2 Duratorq 200PS Saloon Auto. pre-2014/3,Diesel,9,5.1,6.5,173
FORD,Mondeo,2.2 Duratorq 200PS Saloon Manual post-2014/3,Diesel,7.8,5,6,159
FORD,Mondeo,2.2 Duratorq 200PS Saloon Manual pre-2014/3,Diesel,7.8,5,6,159
FORD,New Kuga,1.6 EcoBoost 150PS post-2014/9,Petrol,8.3,5.6,6.6,154
FORD,New Kuga,1.6 EcoBoost 150PS pre-2014/9,Petrol,8.3,5.6,6.6,154
FORD,New Kuga,1.6 EcoBoost 182PS post-2014/9,Petrol,10.2,6.3,7.7,179
FORD,New Kuga,1.6 EcoBoost 182PS pre-2014/9,Petrol,10.2,6.3,7.7,179
FORD,New Kuga,2.0 Duratorq TDCi 140PS Auto. post-2014/9,Diesel,7.3,5.4,6.1,159
FORD,New Kuga,2.0 Duratorq TDCi 140PS Auto. pre-2014/9,Diesel,7.4,5.5,6.2,162
FORD,New Kuga,2.0 Duratorq TDCi 140PS Manual AWD post-2014/9,Diesel,7,5,5.7,149
FORD,New Kuga,2.0 Duratorq TDCi 140PS Manual AWD pre-2014/9,Diesel,7.2,5.1,5.9,154
FORD,New Kuga,2.0 Duratorq TDCi 140PS Manual post-2014/9,Diesel,6.3,4.7,5.3,139
FORD,New Kuga,2.0 Duratorq TDCi 140PS Manual pre-2014/9,Diesel,6.3,4.7,5.3,139
FORD,New Kuga,2.0 Duratorq TDCi 163PS Auto. post-2014/9,Diesel,7.3,5.4,6.1,159
FORD,New Kuga,2.0 Duratorq TDCi 163PS Auto. pre-2014/9,Diesel,7.4,5.5,6.2,162
FORD,New Kuga,2.0 Duratorq TDCi 163PS Manual post-2014/9,Diesel,7,5,5.7,149
FORD,New Kuga,2.0 Duratorq TDCi 163PS Manual pre-2014/9,Diesel,7.2,5.1,5.9,154
FORD,S-MAX ,1.6 Duratec EcoBoost 160PS post-2014/3,Petrol,8.8,5.7,6.8,159
FORD,S-MAX ,1.6 Duratorq 115PS post-2014/3,Diesel,5.9,4.9,5.2,139
FORD,S-MAX ,2.0 Duratec EcoBoost 203PS post-2014/3,Petrol,11,6.4,8.1,189
FORD,S-MAX ,2.0 Duratec EcoBoost 240PS post-2014/3,Petrol,11.5,6.5,8.3,194
FORD,S-MAX ,2.0 Duratorq 140PS Auto. post-2014/3,Diesel,6.8,5,5.7,149
FORD,S-MAX ,2.0 Duratorq 140PS Manual post-2014/3,Diesel,6.5,4.7,5.3,139
FORD,S-MAX ,2.0 Duratorq 163PS Auto. post-2014/3,Diesel,6.8,5,5.7,149
FORD,S-MAX ,2.0 Duratorq 163PS Manual post-2014/3,Diesel,6.5,4.7,5.3,139
FORD,S-MAX ,2.2 Duratorq 200PS Auto. post-2014/3,Diesel,9.4,5.8,7.1,189
FORD,S-MAX ,2.2 Duratorq 200PS Manual post-2014/3,Diesel,8.2,5.7,6.6,174
FORD,S-MAX,1.6 Duratec EcoBoost 160PS pre-2014/3,Petrol,8.8,5.7,6.8,159
FORD,S-MAX,1.6 Duratorq 115PS pre-2014/3,Diesel,5.9,4.9,5.2,139
FORD,S-MAX,2.0 Duratec EcoBoost 203PS pre-2014/3,Petrol,11,6.4,8.1,189
FORD,S-MAX,2.0 Duratec EcoBoost 240PS pre-2014/3,Petrol,11.5,6.5,8.3,194
FORD,S-MAX,2.0 Duratorq 140PS Auto. pre-2014/3,Diesel,7.4,5.2,6,159
FORD,S-MAX,2.0 Duratorq 140PS Manual pre-2014/3,Diesel,6.5,4.7,5.3,139
FORD,S-MAX,2.0 Duratorq 163PS Auto. pre-2014/3,Diesel,7.4,5.2,6,159
FORD,S-MAX,2.0 Duratorq 163PS Manual pre-2014/3,Diesel,6.5,4.7,5.3,139
FORD,S-MAX,2.2 Duratorq 200PS Auto. pre-2014/3,Diesel,9.4,5.8,7.1,189
FORD,S-MAX,2.2 Duratorq 200PS Manual pre-2014/3,Diesel,8.2,5.7,6.6,174
FORD,Tourneo Connect,1.0 EcoBoost 100PS w/ standard Auto post-2014/3,Petrol,6.4,5.1,5.6,129
FORD,Tourneo Connect,1.0 EcoBoost 100PS w/ standard Auto pre-2014/3,Petrol,6.4,5.1,5.6,129
FORD,Tourneo Connect,1.6 Duratorq TDCi 115PS post-2014/3,Diesel,5.6,4.6,4.9,130
FORD,Tourneo Connect,1.6 Duratorq TDCi 115PS pre-2014/3,Diesel,5.6,4.6,4.9,130
FORD,Tourneo Connect,1.6 Duratorq TDCi 95PS post-2014/3,Diesel,5.6,4.6,5,130
FORD,Tourneo Connect,1.6 Duratorq TDCi 95PS pre-2014/3,Diesel,5.6,4.6,5,130
FORD,Tourneo Connect,1.6 Duratorq TDCi 95PS w/ Optional Auto post-2014/3,Diesel,4.9,4.4,4.6,120
FORD,Tourneo Connect,1.6 Duratorq TDCi 95PS w/ Optional Auto pre-2014/3,Diesel,4.9,4.4,4.6,120
FORD,Tourneo Connect,1.6 EcoBoost 150PS post-2014/3,Petrol,10.9,6.3,8,184
FORD,Tourneo Connect,1.6 EcoBoost 150PS pre-2014/3,Petrol,10.9,6.3,8,184
FORD,Tourneo Courier Kombi,1.5 Duratorq TDCi 75PS,Diesel,4.7,3.7,4.1,108
FORD,Tourneo Courier Kombi,1.5 Duratorq TDCi 75PS ,Diesel,4.4,3.6,3.9,103
FORD,Tourneo Custom 300 LWB,2.2 Duratorq TDCi 100PS post-2014/3,Diesel,7.3,6.1,6.5,172
FORD,Tourneo Custom 300 LWB,2.2 Duratorq TDCi 100PS pre-2014/3,Diesel,7.3,6.1,6.5,172
FORD,Tourneo Custom 300 LWB,2.2 Duratorq TDCi 125PS post-2014/3,Diesel,7.3,6.1,6.5,172
FORD,Tourneo Custom 300 LWB,2.2 Duratorq TDCi 125PS pre-2014/3,Diesel,7.3,6.1,6.5,172
FORD,Tourneo Custom 300 LWB,2.2 Duratorq TDCi 155PS post-2014/3,Diesel,7.3,6.1,6.5,172
FORD,Tourneo Custom 300 LWB,2.2 Duratorq TDCi 155PS pre-2014/3,Diesel,7.3,6.1,6.5,172
FORD,Tourneo Custom 300 SWB,2.2 Duratorq TDCi 100PS post-2014/3,Diesel,7.3,6.1,6.5,172
FORD,Tourneo Custom 300 SWB,2.2 Duratorq TDCi 100PS pre-2014/3,Diesel,7.3,6.1,6.5,172
FORD,Tourneo Custom 300 SWB,2.2 Duratorq TDCi 125PS post-2014/3,Diesel,7.3,6.1,6.5,172
FORD,Tourneo Custom 300 SWB,2.2 Duratorq TDCi 125PS pre-2014/3,Diesel,7.3,6.1,6.5,172
FORD,Tourneo Custom 300 SWB,2.2 Duratorq TDCi 155PS post-2014/3,Diesel,7.3,6.1,6.5,172
FORD,Tourneo Custom 300 SWB,2.2 Duratorq TDCi 155PS pre-2014/3,Diesel,7.3,6.1,6.5,172
HONDA,Accord Saloon,2.0 i-VTEC ES Auto. 2013,Petrol,10.1,5.6,7.3,168
HONDA,Accord Saloon,2.0 i-VTEC ES Auto. 2014,Petrol,10.1,5.6,7.3,168
HONDA,Accord Saloon,"2.0 i-VTEC ES GT, EX Auto. 2013",Petrol,10.1,5.6,7.3,170
HONDA,Accord Saloon,"2.0 i-VTEC ES GT, EX Auto. 2014",Petrol,10.1,5.6,7.3,170
HONDA,Accord Saloon,"2.0 i-VTEC ES GT, EX Manual 2013",Petrol,9,5.6,6.9,162
HONDA,Accord Saloon,"2.0 i-VTEC ES GT, EX Manual 2014",Petrol,9,5.6,6.9,162
HONDA,Accord Saloon,2.0 i-VTEC ES Manual 2013,Petrol,9,5.6,6.9,159
HONDA,Accord Saloon,2.0 i-VTEC ES Manual 2014,Petrol,9,5.6,6.9,159
HONDA,Accord Saloon,2.2 i-DTEC ES Auto. 2013,Diesel,8.1,5,6.1,159
HONDA,Accord Saloon,2.2 i-DTEC ES Auto. 2014,Diesel,8.1,5,6.1,159
HONDA,Accord Saloon,2.2 i-DTEC ES GT Auto. 2013,Diesel,8.1,5,6.1,162
HONDA,Accord Saloon,2.2 i-DTEC ES GT Manual 2013,Diesel,6.8,4.4,5.3,141
HONDA,Accord Saloon,"2.2 i-DTEC ES GT, EX Auto. 2014",Diesel,8.1,5,6.1,162
HONDA,Accord Saloon,"2.2 i-DTEC ES GT, EX Manual 2014",Diesel,6.8,4.4,5.3,141
HONDA,Accord Saloon,2.2 i-DTEC ES Manual 2013,Diesel,6.8,4.4,5.3,138
HONDA,Accord Saloon,2.2 i-DTEC ES Manual 2014,Diesel,6.8,4.4,5.3,138
HONDA,Accord Saloon,2.2 i-DTEC EX Auto. 2013,Diesel,8.2,5.1,6.2,162
HONDA,Accord Saloon,2.2 i-DTEC EX Manual 2013,Diesel,6.9,4.5,5.4,141
HONDA,Accord Saloon,2.2 i-DTEC Type S 2013,Diesel,7.1,4.8,5.6,147
HONDA,Accord Saloon,2.2 i-DTEC Type S 2014,Diesel,7.1,4.8,5.6,147
HONDA,Accord Saloon,2.4 i-VTEC EX Auto. 2013,Petrol,12,6.3,8.4,195
HONDA,Accord Saloon,2.4 i-VTEC EX Auto. 2014,Petrol,12,6.3,8.4,195
HONDA,Accord Saloon,2.4 i-VTEC EX Manual 2013,Petrol,11.6,6.9,8.6,199
HONDA,Accord Saloon,2.4 i-VTEC EX Manual 2014,Petrol,11.6,6.9,8.6,199
HONDA,Accord Tourer,2.0 i-VTEC ES Auto. 2013,Petrol,10.2,5.7,7.3,170
HONDA,Accord Tourer,2.0 i-VTEC ES Auto. 2014,Petrol,10.2,5.7,7.3,170
HONDA,Accord Tourer,2.0 i-VTEC ES GT Auto. 2013,Petrol,10.2,5.7,7.3,173
HONDA,Accord Tourer,2.0 i-VTEC ES GT Auto. 2014,Petrol,10.2,5.7,7.3,173
HONDA,Accord Tourer,2.0 i-VTEC ES GT Manual 2013,Petrol,9.2,5.8,7,166
HONDA,Accord Tourer,2.0 i-VTEC ES GT Manual 2014,Petrol,9.2,5.8,7,166
HONDA,Accord Tourer,2.0 i-VTEC ES Manual 2013,Petrol,9.2,5.8,7,163
HONDA,Accord Tourer,2.0 i-VTEC ES Manual 2014,Petrol,9.2,5.8,7,163
HONDA,Accord Tourer,2.2 i-DTEC ES Auto. 2013,Diesel,8.2,5.2,6.3,164
HONDA,Accord Tourer,2.2 i-DTEC ES Auto. 2014,Diesel,8.2,5.2,6.3,164
HONDA,Accord Tourer,2.2 i-DTEC ES GT Auto. 2013,Diesel,8.2,5.2,6.3,167
HONDA,Accord Tourer,2.2 i-DTEC ES GT Manual 2013,Diesel,6.9,4.6,5.5,146
HONDA,Accord Tourer,"2.2 i-DTEC ES GT, EX Auto. 2014",Diesel,8.2,5.2,6.3,167
HONDA,Accord Tourer,"2.2 i-DTEC ES GT, EX Manual 2014",Diesel,6.9,4.6,5.5,146
HONDA,Accord Tourer,2.2 i-DTEC ES Manual 2013,Diesel,6.9,4.6,5.5,143
HONDA,Accord Tourer,2.2 i-DTEC ES Manual 2014,Diesel,6.9,4.6,5.5,143
HONDA,Accord Tourer,2.2 i-DTEC EX Auto. 2013,Diesel,8.3,5.3,6.4,167
HONDA,Accord Tourer,2.2 i-DTEC EX Manual 2013,Diesel,7,4.7,5.6,146
HONDA,Accord Tourer,2.2 i-DTEC Type S 2013,Diesel,7.2,4.9,5.7,150
HONDA,Accord Tourer,2.2 i-DTEC Type S 2014,Diesel,7.2,4.9,5.7,150
HONDA,Accord Tourer,2.4 i-VTEC EX Auto. 2013,Petrol,12.2,6.5,8.6,199
HONDA,Accord Tourer,2.4 i-VTEC EX Auto. 2014,Petrol,12.2,6.5,8.6,199
HONDA,Accord Tourer,2.4 i-VTEC EX Manual 2013,Petrol,11.6,7,8.7,201
HONDA,Accord Tourer,2.4 i-VTEC EX Manual 2014,Petrol,11.6,7,8.7,201
HONDA,Civic Tourer,"1.6 i-DTEC EX +, SE +, SE +-T, SR 2014",Diesel,4,3.3,3.6,103
HONDA,Civic Tourer,"1.6 i-DTEC S, S-T 2014",Diesel,4.2,3.6,3.8,99
HONDA,Civic Tourer,"1.8 i-VTEC EX +, SR Auto. 2014",Petrol,8.7,5,6.4,155
HONDA,Civic Tourer,"1.8 i-VTEC EX +, SR Manual 2014",Petrol,7.6,5.2,6.1,149
HONDA,Civic Tourer,"1.8 i-VTEC S, S-T Auto. 2014",Petrol,8.7,4.9,6.3,153
HONDA,Civic Tourer,"1.8 i-VTEC S, S-T Manual 2014",Petrol,7.3,4.9,5.8,146
HONDA,Civic Tourer,"1.8 i-VTEC SE +, SE +-T Auto. 2014",Petrol,8.7,4.9,6.3,155
HONDA,Civic Tourer,"1.8 i-VTEC SE +, SE +-T Manual 2014",Petrol,7.6,4.9,6,149
HONDA,Civic,"1.4 i-VTEC S, S-T 2014",Petrol,6.7,4.7,5.4,129
HONDA,Civic,"1.4 i-VTEC SE, SE-T 2013",Petrol,6.7,4.7,5.4,129
HONDA,Civic,"1.6 i-DTEC ES, ES-T, EX, SE, SE-T 2013",Diesel,4,3.3,3.6,94
HONDA,Civic,1.6 i-DTEC EX + 2014,Diesel,4,3.3,3.6,98
HONDA,Civic,"1.6 i-DTEC S, S-T, SE +, SE +-T, SR 2014",Diesel,4,3.3,3.6,94
HONDA,Civic,"1.8 i-VTEC ES, ES-T, EX 2013",Petrol,7.6,4.9,6,143
HONDA,Civic,"1.8 i-VTEC ES, ES-T, EX, SE, SE-T 2013",Petrol,8.7,4.9,6.3,148
HONDA,Civic,"1.8 i-VTEC EX +, SR Auto. 2014",Petrol,8.7,5,6.4,150
HONDA,Civic,"1.8 i-VTEC EX +, SR Manual 2014",Petrol,7.6,5.2,6.1,145
HONDA,Civic,1.8 i-VTEC EX GT Auto. 2013,Petrol,8.7,5,6.4,150
HONDA,Civic,1.8 i-VTEC EX GT Manual 2013,Petrol,7.6,5.2,6.1,145
HONDA,Civic,"1.8 i-VTEC S, S-T Auto. 2014",Petrol,8.7,4.9,6.3,148
HONDA,Civic,"1.8 i-VTEC S, S-T Manual 2014",Petrol,7.3,4.9,5.8,137
HONDA,Civic,"1.8 i-VTEC SE +, SE +-T Auto. 2014",Petrol,8.7,4.9,6.3,150
HONDA,Civic,"1.8 i-VTEC SE +, SE +-T Manual 2014",Petrol,7.6,4.9,6,145
HONDA,Civic,"1.8 i-VTEC SE, SE-T, Ti 2013",Petrol,7.3,4.9,5.8,137
HONDA,Civic,"2.2 i-DTEC ES, ES-T, EX 2013",Diesel,5.1,3.7,4.2,110
HONDA,Civic,2.2 i-DTEC EX GT 2013,Diesel,5.2,3.9,4.4,115
HONDA,CR-V,"1.6 i-DTEC S, S-T, SE, SE-T 2014",Diesel,4.8,4.3,4.5,119
HONDA,CR-V,"1.6 i-DTEC S, SE, SE-T 2014",Diesel,6.5,5.1,5.6,119
HONDA,CR-V,1.6 i-DTEC SR Auto. 2014,Diesel,5,4.5,4.7,124
HONDA,CR-V,1.6 i-DTEC SR Manual 2014,Diesel,6.7,5.3,5.8,124
HONDA,CR-V,"2.0 i-VTEC EX, SR Auto. 2013",Petrol,10.1,6.2,7.7,179
HONDA,CR-V,"2.0 i-VTEC EX, SR Auto. 2014",Petrol,10.1,6.2,7.7,179
HONDA,CR-V,"2.0 i-VTEC EX, SR Manual 2013",Petrol,9.4,6.5,7.6,177
HONDA,CR-V,"2.0 i-VTEC EX, SR Manual 2014",Petrol,9.4,6.5,7.6,177
HONDA,CR-V,"2.0 i-VTEC S, S-T, SE, SE-T Auto. 2013",Petrol,10,6,7.5,175
HONDA,CR-V,"2.0 i-VTEC S, S-T, SE, SE-T Manual 2013",Petrol,9.3,6.3,7.4,173
HONDA,CR-V,"2.0 i-VTEC S, S-T, SE, SE-T, Black, White Auto. 2014",Petrol,10,6,7.5,175
HONDA,CR-V,"2.0 i-VTEC S, S-T, SE, SE-T, Black, White Manual 2014",Petrol,9.3,6.3,7.4,173
HONDA,CR-V,"2.2 i-DTEC EX, SR Auto. 2013",Diesel,8.2,6,6.8,180
HONDA,CR-V,"2.2 i-DTEC EX, SR Auto. 2014",Diesel,8.2,6,6.8,180
HONDA,CR-V,"2.2 i-DTEC EX, SR Manual 2013",Diesel,6.7,5.3,5.8,154
HONDA,CR-V,"2.2 i-DTEC EX, SR Manual 2014",Diesel,6.7,5.3,5.8,154
HONDA,CR-V,"2.2 i-DTEC S, S-T, SE, SE-T Auto. 2013",Diesel,8,5.7,6.6,174
HONDA,CR-V,"2.2 i-DTEC S, S-T, SE, SE-T Manual 2013",Diesel,6.5,5.1,5.6,149
HONDA,CR-V,"2.2 i-DTEC S, S-T, SE, SE-T, Black, White Auto. 2014",Diesel,8,5.7,6.6,174
HONDA,CR-V,"2.2 i-DTEC S, S-T, SE, SE-T, Black, White Manual 2014",Diesel,6.5,5.1,5.6,149
HONDA,CR-Z,"1.5 IMA GT, GT-T 2013",Petrol,6.1,4.7,5.2,122
HONDA,CR-Z,"1.5 IMA Sport, Sport-T 2013",Petrol,6,4.4,5,116
HONDA,Insight,"1.3 IMA HE, HE-T 2013",Petrol Electric,4.3,4,4.1,96
HONDA,Insight,"1.3 IMA HS, HS-T, HX 2013",Petrol Electric,4.7,4.5,4.6,99
HONDA,Jazz,"1.2 i-VTEC S, S-T 2013",Petrol,6.6,4.6,5.3,123
HONDA,Jazz,"1.2 i-VTEC S, S-T 2014",Petrol,6.6,4.6,5.3,123
HONDA,Jazz,"1.2 i-VTEC SE, SE-T 2013",Petrol,6.6,4.6,5.3,120
HONDA,Jazz,"1.2 i-VTEC SE, SE-T 2014",Petrol,6.6,4.6,5.3,120
HONDA,Jazz,"1.3 IMA HE, HE-T, HS, HS-T, HX, HX-T 2013",Petrol Electric,4.6,4.4,4.5,104
HONDA,Jazz,"1.3 IMA HE, HE-T, HS, HS-T, HX, HX-T 2014",Petrol,4.6,4.4,4.5,104
HONDA,Jazz,"1.4 i-VTEC ES +, ES-T +, EX, EX-T, EXL, EXL-T 2013",Petrol,6.9,4.7,5.5,128
HONDA,Jazz,"1.4 i-VTEC ES +, ES-T +, EX, EX-T, EXL, EXL-T 2014",Petrol,6.9,4.7,5.5,128
HONDA,Jazz,"1.4 i-VTEC ES, ES-T Auto. 2013",Petrol,6.7,4.6,5.4,125
HONDA,Jazz,"1.4 i-VTEC ES, ES-T Manual 2013",Petrol,6.6,4.8,5.5,126
HONDA,Jazz,"1.4 i-VTEC Si, Si-T 2013",Petrol,6.7,4.9,5.6,129
HONDA,Jazz,"1.4 i-VTEC Si, Si-T 2014",Petrol,6.7,4.9,5.6,129
HYUNDAI,Genesis,3.8l V6,Petrol,15.7,8.6,11.2,261
HYUNDAI,i10,1.0l Petrol,Petrol,6,4,4.7,108
HYUNDAI,i10,1.0l Petrol Blue Drive,Petrol,5.1,3.7,4.3,98
HYUNDAI,i10,1.2l Petrol Auto.,Petrol,8,5.1,6.2,142
HYUNDAI,i10,1.2l Petrol Manual,Petrol,6.5,4.1,4.9,114
HYUNDAI,i20,1.2l,Petrol,6.1,4.2,4.9,114
HYUNDAI,i20,1.4l,Petrol,8.1,4.8,6,140
HYUNDAI,i20,1.4l CRDi Blue Drive,Diesel,4,3.4,3.7,96
HYUNDAI,i30 Tourer,"1.6l DOHC 15"" wheels",Diesel,5,3.8,4.2,110
HYUNDAI,i30 Tourer,"1.6l DOHC 16"" wheels",Diesel,5.2,4,4.4,115
HYUNDAI,i30 Tourer,"1.6l DOHC 17"" wheels",Diesel,5.3,4,4.5,117
HYUNDAI,i30 Tourer,1.6l DOHC 81kW & 94kW,Diesel,7.5,4.6,5.6,149
HYUNDAI,i30 Tourer,1.6l DOHC Auto.,Petrol,9.5,5.4,6.9,162
HYUNDAI,i30 Tourer,1.6l DOHC Manual,Petrol,8.7,5.4,6.6,150
HYUNDAI,i30,"1.4l DOHC 15"" wheels - 3 & 5 door",Petrol,7.9,4.9,6,139
HYUNDAI,i30,"1.4l DOHC 16"" wheels - 3 & 5 door",Petrol,8.4,4.8,6.1,143
HYUNDAI,i30,"1.6l DOHC 15"" wheels - 3 & 5 door",Diesel,4.1,3.5,3.7,97
HYUNDAI,i30,"1.6l DOHC 17"" wheels - 3 & 5 door Diesel",Diesel,4.8,3.7,4.1,108
HYUNDAI,i30,"1.6l DOHC 17"" wheels - 3 & 5 door Petrol",Petrol,8.6,5.1,6.4,149
HYUNDAI,i30,"1.6l DOHC 81kW, 16"" wheels",Diesel,4.2,3.6,3.8,100
HYUNDAI,i30,"1.6l DOHC 94 kW, 16"" wheels",Diesel,4.2,3.6,3.8,100
HYUNDAI,i30,1.6l DOHC Diesel,Diesel,7.2,4.5,5.5,145
HYUNDAI,i30,1.6l DOHC Petrol,Petrol,9.5,5.2,6.8,159
HYUNDAI,i40,1.7l CRDi,Diesel,7.6,5.1,6,159
HYUNDAI,i40,"1.7l CRDi 100kW, 17"" & 18"" wheels",Diesel,5.9,4.6,5.1,134
HYUNDAI,i40,"1.7l CRDi w/ ISG, 100kW",Diesel,5.3,4.1,4.5,119
HYUNDAI,i40,"1.7l CRDi w/ ISG, 85kW",Diesel,5.3,3.7,4.3,113
HYUNDAI,i800,2.5l CRDi 100kW,Diesel,9.2,6.4,7.5,197
HYUNDAI,i800,2.5l CRDi 125kW,Diesel,11.2,7.3,8.8,231
HYUNDAI,ix20,1.4l CRDi,Diesel,5,4.2,4.5,119
HYUNDAI,ix20,1.4l DOHC,Petrol,7.2,5.3,6,140
HYUNDAI,ix20,1.6l CRDi w/ ISG,Diesel,5.1,4,4.4,117
HYUNDAI,ix20,1.6l DOHC,Petrol,8.3,5.5,6.5,154
HYUNDAI,ix35 Facelift,1.6l GDi,Petrol,8.2,6,6.8,158
HYUNDAI,ix35 Facelift,1.6l GDi w/ ISG,Petrol,7.5,5.8,6.4,149
HYUNDAI,ix35 Facelift,"1.7l CRDi 16"" & 17"" wheels",Diesel,6.3,4.8,5.3,139
HYUNDAI,ix35 Facelift,"1.7l CRDi 18"" wheels",Diesel,6.6,5,5.6,147
HYUNDAI,ix35 Facelift,"2.0l CRDi 17"" wheels 4WD Auto.",Diesel,8.6,5.8,6.8,179
HYUNDAI,ix35 Facelift,"2.0l CRDi 17"" wheels 4WD Manual",Diesel,6.9,4.7,5.5,145
HYUNDAI,ix35 Facelift,"2.0l CRDi 18"" wheels 4WD Auto.",Diesel,8.7,5.9,7,183
HYUNDAI,ix35 Facelift,"2.0l CRDi 18"" wheels 4WD Manual",Diesel,7.1,4.8,5.7,149
HYUNDAI,Santa Fe,2.2l CRDi 2WD,Diesel,7.4,5,5.9,155
HYUNDAI,Santa Fe,2.2l CRDi 4WD Auto.,Diesel,8.9,5.5,6.8,178
HYUNDAI,Santa Fe,2.2l CRDi 4WD Manual,Diesel,7.5,5.2,6.1,159
HYUNDAI,Veloster,1.6l GDi,Petrol,8.1,5.3,6.5,148
HYUNDAI,Veloster,1.6l Turbo,Petrol,9.3,5.5,6.9,157
INFINITI,EX,EX30D,Diesel,10.8,7.2,8.5,224
INFINITI,EX,EX37,Petrol,16,8.6,11.3,265
INFINITI,FX,FX30D,Diesel,10.8,7.3,8.6,225
INFINITI,FX,FX37,Petrol,16.8,9.4,12.1,282
INFINITI,FX,FX50,Petrol,18.9,9.8,13.1,307
INFINITI,G37,G37 Cabrio,Petrol,16.7,8.3,11.4,264
INFINITI,G37,G37 Coupé,Petrol,15.3,7.8,10.5,246
INFINITI,G37,G37 Sedan,Petrol,15.3,7.8,10.5,246
INFINITI,Q50,2.0l 17 inch wheel,Petrol,8.6,5,6.3,146
INFINITI,Q50,2.0l 19 inch wheel,Petrol,8.8,5.2,6.5,151
INFINITI,Q50,"2.2d 125 Diesel 17"" wheel Auto.",Diesel,6,4.1,4.8,124
INFINITI,Q50,"2.2d 125 Diesel 17"" wheel Manual",Diesel,5.6,3.7,4.4,114
INFINITI,Q50,"2.2d 125 Diesel 19"" wheel Auto.",Diesel,6,4.2,4.9,128
INFINITI,Q50,"2.2d 125 Diesel 19"" wheel Manual",Diesel,5.7,3.8,4.5,118
INFINITI,Q50,"3.5 225 Hybrid 17"" wheel ",Petrol Electric,8,5.1,5.9,139
INFINITI,Q50,"3.5 225 Hybrid 19"" wheel",Petrol Electric,8.8,5.1,6.2,144
INFINITI,Q50,"3.5 Hybrid 4WD 17"" wheel ",Petrol Electric,9.4,5.1,6.6,154
INFINITI,Q50,"3.5 Hybrid 4WD 19"" wheel",Petrol Electric,9.6,5.3,6.8,159
INFINITI,Q50,HEV 2WD 17 inch wheel,Petrol,8,5.1,5.9,139
INFINITI,Q50,HEV 2WD 19 inch wheel,Petrol,8.2,5.1,6.2,144
INFINITI,Q50,HEV 4WD 17 inch wheel,Petrol,9.4,5.1,6.6,154
INFINITI,Q50,HEV 4WD 19 inch wheel,Petrol,9.6,5.3,6.8,159
INFINITI,Q70,3.0 Diesel,Diesel,10.3,5.9,7.5,199
INFINITI,Q70,3.5 Hybrid,Petrol Hybrid,9,5.6,6.9,159
INFINITI,Q70,3.7 Petrol,Petrol,14.9,7.4,10.2,235
JAGUAR,F-TYPE S,3.0L V6 380PS Supercharged Convertible 2014,Petrol,12.8,7,9.1,213
JAGUAR,F-TYPE V8 R Coupe,5.0L V8 550PS Supercharged Coupe 2015,Petrol,15.9,8.3,11.1,259
JAGUAR,F-TYPE V8 S Convertible,5.0L V8 495PS Supercharged Convertible 2015,Petrol,15.9,8.3,11.1,259
JAGUAR,F-TYPE,3.0L V6 340PS Supercharged Convertible 2014,Petrol,12.4,6.8,8.8,205
JAGUAR,XF Saloon,2.0L GTDI 2014,Petrol,11.6,6.1,8.1,189
JAGUAR,XF Saloon,2.0L GTDI 2015,Petrol,11.6,6.1,8.1,189
JAGUAR,XF Saloon,2.2L TDI4 163PS & 200PS ECO1 engine ECO tyres 2014,Diesel,6.1,4.5,5.1,135
JAGUAR,XF Saloon,2.2L TDI4 163PS & 200PS ECO1 engine standard tyres 2014,Diesel,6.2,4.7,5.2,139
JAGUAR,XF Saloon,"2.2L TDI4 163PS & 200PS ECO1 engine, ECO tyres 2015",Diesel,6.1,4.5,5.1,135
JAGUAR,XF Saloon,"2.2L TDI4 163PS & 200PS ECO1 engine, standard tyres 2015",Diesel,6.2,4.7,5.2,139
JAGUAR,XF Saloon,"2.2L TDI4 163PS ECO2 engine, ECO tyres 2014",Diesel,5.8,4.4,4.9,129
JAGUAR,XF Saloon,"2.2L TDI4 163PS ECO2 engine, ECO tyres 2015",Diesel,5.8,4.4,4.9,129
JAGUAR,XF Saloon,"2.2L TDI4 163PS ECO2 engine, standard tyres 2014",Diesel,6.1,4.5,5.1,135
JAGUAR,XF Saloon,"2.2L TDI4 163PS ECO2 engine, standard tyres 2015",Diesel,6.1,4.5,5.1,135
